RepRapFirmware height map file v2 generated at 2025-04-25 16:14, min error -0.194, max error 0.017, mean -0.055, deviation 0.070
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,210.00,10.00,210.00,-1.00,50.00,50.00,5,5
 -0.184, -0.189, -0.181, -0.183, -0.194
 -0.039, -0.047, -0.046, -0.047, -0.074
 -0.002, -0.004,  0.007,  0.017,  0.011
 -0.009, -0.023, -0.010,  0.006,  0.012
 -0.038, -0.056, -0.049, -0.036, -0.020
